document_id,query_player,relevant_player,rank,top_1_document_id,top_1_player,top_5_document_ids,top_5_players,query_text
rk_1518,Antonio Nusa,Antonio Nusa,1,rk_1518,Antonio Nusa,rk_1518 | rk_4331 | rk_4137 | rk_1137 | rk_3929,Antonio Nusa | Antonio Nusa | Vetle Dragsnes | Jackson Tchatchoua | Andreas Schjelderup,"identity: player (Player): Antonio Nusa | nation (Nation): NOR | position (Pos): midfielder, defender (MF,DF) | club (Squad): RB Leipzig | age (Age): 19 | birth_year (Born): 2005 || attacking_stats: goals (Gls): 3 | assists (Ast): 3 | expected_goals (xG): 1.6 | expected_assists (xAG): 2.8 | non_penalty_expected_goals (npxG): 1.6 | expected_goal_involvements (xG+xAG): 0.26 || progression_stats: progressive_carries (PrgC): 57 | progressive_passes (PrgP): 52 | progressive_receptions (PrgR): 123 || usage_stats: matches_played (MP): 25 | starts (Starts): 16 | minutes_played (Min): 1558 | full_match_equivalents (90s): 17.3 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_nor | position_midfielder | position_defender | high_goals | elite_assists | high_expected_goals | elite_expected_assists | elite_progressive_carries | medium_progressive_passes | elite_progressive_receptions | high_minutes_played | rotation_player"
rk_1519,David Odogu,David Odogu,1,rk_1519,David Odogu,rk_1519 | rk_1554 | rk_1402 | rk_1238 | rk_1410,David Odogu | David Preu | Finn Jeltsch | Maximilian Bauer | Almugera Kabar,identity: player (Player): David Odogu | nation (Nation): GER | position (Pos): defender (DF) | club (Squad): Wolfsburg | age (Age): 18 | birth_year (Born): 2006 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.2 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.2 | expected_goal_involvements (xG+xAG): 0.1 || progression_stats: progressive_carries (PrgC): 1 | progressive_passes (PrgP): 8 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 3 | starts (Starts): 2 | minutes_played (Min): 195 | full_match_equivalents (90s): 2.2 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_ger | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played | rotation_player
rk_1520,Tim Oermann,Tim Oermann,1,rk_1520,Tim Oermann,rk_1520 | rk_4624 | rk_1440 | rk_526 | rk_1507,Tim Oermann | Noel Caliskan | Frans Krätzig | Axel Tuanzebe | Luca Netz,identity: player (Player): Tim Oermann | nation (Nation): GER | position (Pos): defender (DF) | club (Squad): Bochum | age (Age): 20 | birth_year (Born): 2003 || attacking_stats: goals (Gls): 0 | assists (Ast): 2 | expected_goals (xG): 0.2 | expected_assists (xAG): 0.6 | non_penalty_expected_goals (npxG): 0.2 | expected_goal_involvements (xG+xAG): 0.03 || progression_stats: progressive_carries (PrgC): 15 | progressive_passes (PrgP): 61 | progressive_receptions (PrgR): 16 || usage_stats: matches_played (MP): 29 | starts (Starts): 26 | minutes_played (Min): 2213 | full_match_equivalents (90s): 24.6 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_ger | position_defender | medium_goals | high_assists | low_expected_goals | medium_expected_assists | medium_progressive_carries | high_progressive_passes | medium_progressive_receptions | high_minutes_played | regular_starter
rk_1521,Ifechukwu Ogbus,Ifechukwu Ogbus,1,rk_1521,Ifechukwu Ogbus,rk_1521 | rk_1400 | rk_2613 | rk_2360 | rk_1470,Ifechukwu Ogbus | Luca Jaquez | Jordan Lotomba | Gabriel Bares | Johan Manzambi,identity: player (Player): Ifechukwu Ogbus | nation (Nation): SUI | position (Pos): defender (DF) | club (Squad): Freiburg | age (Age): 18 | birth_year (Born): 2005 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 2 | starts (Starts): 0 | minutes_played (Min): 19 | full_match_equivalents (90s): 0.2 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_sui | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played
rk_1522,Finn Ole Becker,Finn Ole Becker,1,rk_1522,Finn Ole Becker,rk_1522 | rk_1641 | rk_1251 | rk_1267 | rk_1238,Finn Ole Becker | Umut Tohumcu | Mergim Berisha | Maximilian Breunig | Maximilian Bauer,identity: player (Player): Finn Ole Becker | nation (Nation): GER | position (Pos): midfielder (MF) | club (Squad): Hoffenheim | age (Age): 24 | birth_year (Born): 2000 || attacking_stats: goals (Gls): 0 | assists (Ast): 1 | expected_goals (xG): 0.1 | expected_assists (xAG): 0.3 | non_penalty_expected_goals (npxG): 0.1 | expected_goal_involvements (xG+xAG): 0.05 || progression_stats: progressive_carries (PrgC): 3 | progressive_passes (PrgP): 45 | progressive_receptions (PrgR): 7 || usage_stats: matches_played (MP): 13 | starts (Starts): 7 | minutes_played (Min): 670 | full_match_equivalents (90s): 7.4 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_ger | position_midfielder | medium_goals | high_assists | low_expected_goals | low_expected_assists | low_progressive_carries | medium_progressive_passes | low_progressive_receptions | low_minutes_played | rotation_player
rk_1523,Michael Olise,Michael Olise,1,rk_1523,Michael Olise,rk_1523 | rk_2060 | rk_2512 | rk_1292 | rk_3446,Michael Olise | Kylian Mbappé | Yann Gboho | Kingsley Coman | Kerem Aktürkoğlu,"identity: player (Player): Michael Olise | nation (Nation): FRA | position (Pos): forward, midfielder (FW,MF) | club (Squad): Bayern Munich | age (Age): 22 | birth_year (Born): 2001 || attacking_stats: goals (Gls): 12 | assists (Ast): 15 | expected_goals (xG): 9.7 | expected_assists (xAG): 12.0 | non_penalty_expected_goals (npxG): 9.7 | expected_goal_involvements (xG+xAG): 0.84 || progression_stats: progressive_carries (PrgC): 119 | progressive_passes (PrgP): 184 | progressive_receptions (PrgR): 381 || usage_stats: matches_played (MP): 34 | starts (Starts): 28 | minutes_played (Min): 2334 | full_match_equivalents (90s): 25.9 || discipline_stats: yellow_cards (CrdY): 3 | red_cards (CrdR): 0 || tags: nation_fra | position_forward | position_midfielder | elite_goals | elite_assists | elite_expected_goals | elite_expected_assists | elite_progressive_carries | elite_progressive_passes | elite_progressive_receptions | elite_minutes_played | regular_starter"
rk_1524,Jonas Omlin,Jonas Omlin,1,rk_1524,Jonas Omlin,rk_1524 | rk_1429 | rk_1117 | rk_2576 | rk_1108,Jonas Omlin | Gregor Kobel | Yann Sommer | Philipp Köhn | Benjamin Siegrist,identity: player (Player): Jonas Omlin | nation (Nation): SUI | position (Pos): goalkeeper (GK) | club (Squad): Gladbach | age (Age): 30 | birth_year (Born): 1994 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.0 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.0 | expected_goal_involvements (xG+xAG): 0.0 || progression_stats: progressive_carries (PrgC): 0 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 0 || usage_stats: matches_played (MP): 12 | starts (Starts): 11 | minutes_played (Min): 978 | full_match_equivalents (90s): 10.9 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 1 || tags: nation_sui | position_goalkeeper | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | medium_minutes_played | regular_starter
rk_1525,Karim Onisiwo,Karim Onisiwo,1,rk_1525,Karim Onisiwo,rk_1525 | rk_1664 | rk_1498 | rk_1449 | rk_651,Karim Onisiwo | Nikolas Veratschnig | Phillipp Mwene | Stefan Lainer | Matthias Braunöder,"identity: player (Player): Karim Onisiwo | nation (Nation): AUT | position (Pos): midfielder, forward (MF,FW) | club (Squad): Mainz 05 | age (Age): 32 | birth_year (Born): 1992 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.1 | expected_assists (xAG): 0.3 | non_penalty_expected_goals (npxG): 0.1 | expected_goal_involvements (xG+xAG): 0.33 || progression_stats: progressive_carries (PrgC): 1 | progressive_passes (PrgP): 0 | progressive_receptions (PrgR): 8 || usage_stats: matches_played (MP): 6 | starts (Starts): 1 | minutes_played (Min): 110 | full_match_equivalents (90s): 1.2 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_aut | position_midfielder | position_forward | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played | rotation_player"
rk_1526,Frank Onyeka,Frank Onyeka,1,rk_1526,Frank Onyeka,rk_1526 | rk_401 | rk_1213 | rk_905 | rk_5272,Frank Onyeka | Frank Onyeka | Felix Agu | Ademola Lookman | Alhassan Yusuf,identity: player (Player): Frank Onyeka | nation (Nation): NGA | position (Pos): midfielder (MF) | club (Squad): Augsburg | age (Age): 26 | birth_year (Born): 1998 || attacking_stats: goals (Gls): 0 | assists (Ast): 1 | expected_goals (xG): 1.4 | expected_assists (xAG): 1.3 | non_penalty_expected_goals (npxG): 1.4 | expected_goal_involvements (xG+xAG): 0.09 || progression_stats: progressive_carries (PrgC): 46 | progressive_passes (PrgP): 106 | progressive_receptions (PrgR): 71 || usage_stats: matches_played (MP): 31 | starts (Starts): 30 | minutes_played (Min): 2586 | full_match_equivalents (90s): 28.7 || discipline_stats: yellow_cards (CrdY): 8 | red_cards (CrdR): 0 || tags: nation_nga | position_midfielder | medium_goals | high_assists | medium_expected_goals | high_expected_assists | elite_progressive_carries | elite_progressive_passes | high_progressive_receptions | elite_minutes_played | regular_starter
rk_1527,Loïs Openda,Loïs Openda,1,rk_1527,Loïs Openda,rk_1527 | rk_1601 | rk_4400 | rk_2694 | rk_126,Loïs Openda | Benjamin Šeško | Rob Schoofs | Loïc Nego | Kevin De Bruyne,"identity: player (Player): Loïs Openda | nation (Nation): BEL | position (Pos): forward, midfielder (FW,MF) | club (Squad): RB Leipzig | age (Age): 24 | birth_year (Born): 2000 || attacking_stats: goals (Gls): 9 | assists (Ast): 5 | expected_goals (xG): 9.0 | expected_assists (xAG): 3.4 | non_penalty_expected_goals (npxG): 8.2 | expected_goal_involvements (xG+xAG): 0.45 || progression_stats: progressive_carries (PrgC): 58 | progressive_passes (PrgP): 47 | progressive_receptions (PrgR): 229 || usage_stats: matches_played (MP): 33 | starts (Starts): 28 | minutes_played (Min): 2453 | full_match_equivalents (90s): 27.3 || discipline_stats: yellow_cards (CrdY): 5 | red_cards (CrdR): 1 || tags: nation_bel | position_forward | position_midfielder | elite_goals | elite_assists | elite_expected_goals | elite_expected_assists | elite_progressive_carries | medium_progressive_passes | elite_progressive_receptions | elite_minutes_played | regular_starter"
rk_1528,Gift Orban,Gift Orban,1,rk_1528,Gift Orban,rk_1528 | rk_2721 | rk_2205 | rk_400 | rk_2206,Gift Orban | Gift Orban | Umar Sadiq | Paul Onuachu | Umar Sadiq,identity: player (Player): Gift Orban | nation (Nation): NGA | position (Pos): forward (FW) | club (Squad): Hoffenheim | age (Age): 22 | birth_year (Born): 2002 || attacking_stats: goals (Gls): 4 | assists (Ast): 0 | expected_goals (xG): 3.4 | expected_assists (xAG): 0.2 | non_penalty_expected_goals (npxG): 3.4 | expected_goal_involvements (xG+xAG): 0.47 || progression_stats: progressive_carries (PrgC): 8 | progressive_passes (PrgP): 7 | progressive_receptions (PrgR): 35 || usage_stats: matches_played (MP): 13 | starts (Starts): 7 | minutes_played (Min): 687 | full_match_equivalents (90s): 7.6 || discipline_stats: yellow_cards (CrdY): 2 | red_cards (CrdR): 0 || tags: nation_nga | position_forward | elite_goals | medium_assists | high_expected_goals | low_expected_assists | medium_progressive_carries | low_progressive_passes | medium_progressive_receptions | low_minutes_played | rotation_player
rk_1529,Willi Orban,Willi Orban,1,rk_1529,Willi Orban,rk_1529 | rk_282 | rk_5125 | rk_1364 | rk_2694,Willi Orban | Milos Kerkez | Dániel Sallói | Péter Gulácsi | Loïc Nego,identity: player (Player): Willi Orban | nation (Nation): HUN | position (Pos): defender (DF) | club (Squad): RB Leipzig | age (Age): 31 | birth_year (Born): 1992 || attacking_stats: goals (Gls): 5 | assists (Ast): 0 | expected_goals (xG): 4.0 | expected_assists (xAG): 1.0 | non_penalty_expected_goals (npxG): 4.0 | expected_goal_involvements (xG+xAG): 0.2 || progression_stats: progressive_carries (PrgC): 15 | progressive_passes (PrgP): 106 | progressive_receptions (PrgR): 8 || usage_stats: matches_played (MP): 25 | starts (Starts): 25 | minutes_played (Min): 2222 | full_match_equivalents (90s): 24.7 || discipline_stats: yellow_cards (CrdY): 4 | red_cards (CrdR): 2 || tags: nation_hun | position_defender | elite_goals | medium_assists | elite_expected_goals | medium_expected_assists | medium_progressive_carries | elite_progressive_passes | low_progressive_receptions | high_minutes_played | regular_starter
rk_1530,Ivan Ordets,Ivan Ordets,1,rk_1530,Ivan Ordets,rk_1530 | rk_571 | rk_4647 | rk_1253 | rk_4283,Ivan Ordets | Illia Zabarnyi | Yevhen Cheberko | Bernardo | Mark Mampasi,identity: player (Player): Ivan Ordets | nation (Nation): UKR | position (Pos): defender (DF) | club (Squad): Bochum | age (Age): 32 | birth_year (Born): 1992 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.7 | expected_assists (xAG): 0.7 | non_penalty_expected_goals (npxG): 0.7 | expected_goal_involvements (xG+xAG): 0.07 || progression_stats: progressive_carries (PrgC): 2 | progressive_passes (PrgP): 48 | progressive_receptions (PrgR): 4 || usage_stats: matches_played (MP): 22 | starts (Starts): 21 | minutes_played (Min): 1861 | full_match_equivalents (90s): 20.7 || discipline_stats: yellow_cards (CrdY): 6 | red_cards (CrdR): 0 || tags: nation_ukr | position_defender | medium_goals | medium_assists | medium_expected_goals | medium_expected_assists | low_progressive_carries | medium_progressive_passes | low_progressive_receptions | high_minutes_played | regular_starter
rk_1531,Patrick Osterhage,Patrick Osterhage,1,rk_1531,Patrick Osterhage,rk_1531 | rk_1561 | rk_1569 | rk_1430 | rk_1223,Patrick Osterhage | Rocco Reitz | Merlin Röhl | Robin Koch | Waldemar Anton,identity: player (Player): Patrick Osterhage | nation (Nation): GER | position (Pos): midfielder (MF) | club (Squad): Freiburg | age (Age): 24 | birth_year (Born): 2000 || attacking_stats: goals (Gls): 1 | assists (Ast): 0 | expected_goals (xG): 1.7 | expected_assists (xAG): 1.4 | non_penalty_expected_goals (npxG): 1.7 | expected_goal_involvements (xG+xAG): 0.12 || progression_stats: progressive_carries (PrgC): 26 | progressive_passes (PrgP): 73 | progressive_receptions (PrgR): 50 || usage_stats: matches_played (MP): 30 | starts (Starts): 27 | minutes_played (Min): 2267 | full_match_equivalents (90s): 25.2 || discipline_stats: yellow_cards (CrdY): 6 | red_cards (CrdR): 1 || tags: nation_ger | position_midfielder | high_goals | medium_assists | high_expected_goals | high_expected_assists | high_progressive_carries | high_progressive_passes | high_progressive_receptions | high_minutes_played | regular_starter
rk_1532,Assan Ouedraogo,Assan Ouedraogo,1,rk_1532,Assan Ouedraogo,rk_1532 | rk_1337 | rk_1579 | rk_1519 | rk_1426,Assan Ouedraogo | Viggo Gebel | Faik Sakar | David Odogu | Lukas Klostermann,identity: player (Player): Assan Ouedraogo | nation (Nation): GER | position (Pos): midfielder (MF) | club (Squad): RB Leipzig | age (Age): 18 | birth_year (Born): 2006 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.1 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.1 | expected_goal_involvements (xG+xAG): 0.11 || progression_stats: progressive_carries (PrgC): 2 | progressive_passes (PrgP): 1 | progressive_receptions (PrgR): 2 || usage_stats: matches_played (MP): 3 | starts (Starts): 0 | minutes_played (Min): 50 | full_match_equivalents (90s): 0.6 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_ger | position_midfielder | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played
rk_1533,Salih Özcan,Salih Özcan,1,rk_1533,Salih Özcan,rk_1533 | rk_1534 | rk_4030 | rk_4183 | rk_2129,Salih Özcan | Salih Özcan | Ali Akman | Muhammed Gümüskaya | Cenk Özkacar,identity: player (Player): Salih Özcan | nation (Nation): TUR | position (Pos): midfielder (MF) | club (Squad): Wolfsburg | age (Age): 26 | birth_year (Born): 1998 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.1 | expected_assists (xAG): 0.8 | non_penalty_expected_goals (npxG): 0.1 | expected_goal_involvements (xG+xAG): 0.23 || progression_stats: progressive_carries (PrgC): 6 | progressive_passes (PrgP): 22 | progressive_receptions (PrgR): 5 || usage_stats: matches_played (MP): 11 | starts (Starts): 3 | minutes_played (Min): 353 | full_match_equivalents (90s): 3.9 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_tur | position_midfielder | medium_goals | medium_assists | low_expected_goals | medium_expected_assists | low_progressive_carries | medium_progressive_passes | low_progressive_receptions | low_minutes_played | rotation_player
rk_1534,Salih Özcan,Salih Özcan,1,rk_1534,Salih Özcan,rk_1534 | rk_1533 | rk_1693 | rk_4030 | rk_4183,Salih Özcan | Salih Özcan | Erencan Yardimci | Ali Akman | Muhammed Gümüskaya,identity: player (Player): Salih Özcan | nation (Nation): TUR | position (Pos): midfielder (MF) | club (Squad): Dortmund | age (Age): 26 | birth_year (Born): 1998 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.3 | expected_assists (xAG): 0.4 | non_penalty_expected_goals (npxG): 0.3 | expected_goal_involvements (xG+xAG): 0.17 || progression_stats: progressive_carries (PrgC): 4 | progressive_passes (PrgP): 31 | progressive_receptions (PrgR): 4 || usage_stats: matches_played (MP): 11 | starts (Starts): 3 | minutes_played (Min): 391 | full_match_equivalents (90s): 4.3 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_tur | position_midfielder | medium_goals | medium_assists | low_expected_goals | medium_expected_assists | low_progressive_carries | medium_progressive_passes | low_progressive_receptions | low_minutes_played | rotation_player
rk_1535,Exequiel Palacios,Exequiel Palacios,1,rk_1535,Exequiel Palacios,rk_1535 | rk_2892 | rk_1012 | rk_5444 | rk_833,Exequiel Palacios | Artur | Leandro Paredes | Maher Carrizo | Hernani,identity: player (Player): Exequiel Palacios | nation (Nation): ARG | position (Pos): midfielder (MF) | club (Squad): Leverkusen | age (Age): 25 | birth_year (Born): 1998 || attacking_stats: goals (Gls): 1 | assists (Ast): 6 | expected_goals (xG): 1.5 | expected_assists (xAG): 2.3 | non_penalty_expected_goals (npxG): 1.5 | expected_goal_involvements (xG+xAG): 0.3 || progression_stats: progressive_carries (PrgC): 15 | progressive_passes (PrgP): 97 | progressive_receptions (PrgR): 40 || usage_stats: matches_played (MP): 24 | starts (Starts): 11 | minutes_played (Min): 1155 | full_match_equivalents (90s): 12.8 || discipline_stats: yellow_cards (CrdY): 2 | red_cards (CrdR): 0 || tags: nation_arg | position_midfielder | high_goals | elite_assists | high_expected_goals | high_expected_assists | medium_progressive_carries | elite_progressive_passes | medium_progressive_receptions | medium_minutes_played | rotation_player
rk_1536,João Palhinha,João Palhinha,1,rk_1536,João Palhinha,rk_1536 | rk_3759 | rk_3973 | rk_3661 | rk_3635,João Palhinha | João Marques | João Teixeira | João Graça | João Tiago Serrão Garcês,identity: player (Player): João Palhinha | nation (Nation): POR | position (Pos): midfielder (MF) | club (Squad): Bayern Munich | age (Age): 29 | birth_year (Born): 1995 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.7 | expected_assists (xAG): 0.2 | non_penalty_expected_goals (npxG): 0.7 | expected_goal_involvements (xG+xAG): 0.12 || progression_stats: progressive_carries (PrgC): 3 | progressive_passes (PrgP): 32 | progressive_receptions (PrgR): 7 || usage_stats: matches_played (MP): 17 | starts (Starts): 6 | minutes_played (Min): 673 | full_match_equivalents (90s): 7.5 || discipline_stats: yellow_cards (CrdY): 2 | red_cards (CrdR): 1 || tags: nation_por | position_midfielder | medium_goals | medium_assists | medium_expected_goals | low_expected_assists | low_progressive_carries | medium_progressive_passes | low_progressive_receptions | low_minutes_played | rotation_player
rk_1537,Mats Pannewig,Mats Pannewig,1,rk_1537,Mats Pannewig,rk_1537 | rk_2674 | rk_1302 | rk_1233 | rk_1419,Mats Pannewig | Youssoufa Moukoko | Lukas Daschner | Samuel Bamba | Andu Kelati,identity: player (Player): Mats Pannewig | nation (Nation): GER | position (Pos): midfielder (MF) | club (Squad): Bochum | age (Age): 19 | birth_year (Born): 2004 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.8 | expected_assists (xAG): 0.1 | non_penalty_expected_goals (npxG): 0.8 | expected_goal_involvements (xG+xAG): 0.31 || progression_stats: progressive_carries (PrgC): 3 | progressive_passes (PrgP): 10 | progressive_receptions (PrgR): 16 || usage_stats: matches_played (MP): 14 | starts (Starts): 2 | minutes_played (Min): 267 | full_match_equivalents (90s): 3.0 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_ger | position_midfielder | medium_goals | medium_assists | medium_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | medium_progressive_receptions | low_minutes_played | rotation_player
rk_1538,Kevin Paredes,Kevin Paredes,1,rk_1538,Kevin Paredes,rk_1538 | rk_4987 | rk_5097 | rk_4161 | rk_437,Kevin Paredes | Jalen Neal | Sam Rogers | Marlon Fossey | Chris Richards,identity: player (Player): Kevin Paredes | nation (Nation): USA | position (Pos): defender (DF) | club (Squad): Wolfsburg | age (Age): 21 | birth_year (Born): 2003 || attacking_stats: goals (Gls): 0 | assists (Ast): 1 | expected_goals (xG): 0.4 | expected_assists (xAG): 0.1 | non_penalty_expected_goals (npxG): 0.4 | expected_goal_involvements (xG+xAG): 0.32 || progression_stats: progressive_carries (PrgC): 1 | progressive_passes (PrgP): 7 | progressive_receptions (PrgR): 12 || usage_stats: matches_played (MP): 2 | starts (Starts): 2 | minutes_played (Min): 123 | full_match_equivalents (90s): 1.4 || discipline_stats: yellow_cards (CrdY): 1 | red_cards (CrdR): 0 || tags: nation_usa | position_defender | medium_goals | high_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played | regular_starter
rk_1539,Felix Passlack,Felix Passlack,1,rk_1539,Felix Passlack,rk_1539 | rk_1514 | rk_1359 | rk_1680 | rk_4357,Felix Passlack | Felix Nmecha | Pascal Groß | Mitchell Weiser | Patrick Pflücke,"identity: player (Player): Felix Passlack | nation (Nation): GER | position (Pos): defender, midfielder (DF,MF) | club (Squad): Bochum | age (Age): 26 | birth_year (Born): 1998 || attacking_stats: goals (Gls): 1 | assists (Ast): 6 | expected_goals (xG): 1.3 | expected_assists (xAG): 3.9 | non_penalty_expected_goals (npxG): 1.3 | expected_goal_involvements (xG+xAG): 0.2 || progression_stats: progressive_carries (PrgC): 43 | progressive_passes (PrgP): 65 | progressive_receptions (PrgR): 118 || usage_stats: matches_played (MP): 31 | starts (Starts): 30 | minutes_played (Min): 2334 | full_match_equivalents (90s): 25.9 || discipline_stats: yellow_cards (CrdY): 4 | red_cards (CrdR): 0 || tags: nation_ger | position_defender | position_midfielder | high_goals | elite_assists | medium_expected_goals | elite_expected_assists | elite_progressive_carries | high_progressive_passes | elite_progressive_receptions | elite_minutes_played | regular_starter"
rk_1540,Aleksandar Pavlovic,Aleksandar Pavlovic,1,rk_1540,Aleksandar Pavlovic,rk_1540 | rk_1496 | rk_1424 | rk_1440 | rk_1409,Aleksandar Pavlovic | Jamal Musiala | Joshua Kimmich | Frans Krätzig | Yusuf Kabadayı,identity: player (Player): Aleksandar Pavlovic | nation (Nation): GER | position (Pos): midfielder (MF) | club (Squad): Bayern Munich | age (Age): 20 | birth_year (Born): 2004 || attacking_stats: goals (Gls): 1 | assists (Ast): 0 | expected_goals (xG): 0.6 | expected_assists (xAG): 0.2 | non_penalty_expected_goals (npxG): 0.6 | expected_goal_involvements (xG+xAG): 0.05 || progression_stats: progressive_carries (PrgC): 15 | progressive_passes (PrgP): 128 | progressive_receptions (PrgR): 33 || usage_stats: matches_played (MP): 21 | starts (Starts): 18 | minutes_played (Min): 1451 | full_match_equivalents (90s): 16.1 || discipline_stats: yellow_cards (CrdY): 2 | red_cards (CrdR): 0 || tags: nation_ger | position_midfielder | high_goals | medium_assists | medium_expected_goals | low_expected_assists | medium_progressive_carries | elite_progressive_passes | medium_progressive_receptions | medium_minutes_played | regular_starter
rk_1541,Mads Pedersen,Mads Pedersen,1,rk_1541,Mads Pedersen,rk_1541 | rk_1568 | rk_2702 | rk_444 | rk_791,Mads Pedersen | Mads Roerslev | Rasmus Nicolaisen | Mads Roerslev | Martin Frese,identity: player (Player): Mads Pedersen | nation (Nation): DEN | position (Pos): defender (DF) | club (Squad): Augsburg | age (Age): 27 | birth_year (Born): 1996 || attacking_stats: goals (Gls): 0 | assists (Ast): 0 | expected_goals (xG): 0.1 | expected_assists (xAG): 0.0 | non_penalty_expected_goals (npxG): 0.1 | expected_goal_involvements (xG+xAG): 0.03 || progression_stats: progressive_carries (PrgC): 1 | progressive_passes (PrgP): 11 | progressive_receptions (PrgR): 10 || usage_stats: matches_played (MP): 7 | starts (Starts): 2 | minutes_played (Min): 235 | full_match_equivalents (90s): 2.6 || discipline_stats: yellow_cards (CrdY): 0 | red_cards (CrdR): 0 || tags: nation_den | position_defender | medium_goals | medium_assists | low_expected_goals | low_expected_assists | low_progressive_carries | low_progressive_passes | low_progressive_receptions | low_minutes_played | rotation_player
rk_1542,Jordan Pefok,Jordan Pefok,1,rk_1542,Jordan Pefok,rk_1542 | rk_2733 | rk_217 | rk_4780 | rk_5143,Jordan Pefok | Jordan Pefok | Gonçalo Guedes | Zavier Gozo | Amar Sejdic,identity: player (Player): Jordan Pefok | nation (Nation): USA | position (Pos): forward (FW) | club (Squad): Union Berlin | age (Age): 28 | birth_year (Born): 1996 || attacking_stats: goals (Gls): 0 | assists (Ast): 1 | expected_goals (xG): 3.2 | expected_assists (xAG): 0.9 | non_penalty_expected_goals (npxG): 3.2 | expected_goal_involvements (xG+xAG): 0.4 || progression_stats: progressive_carries (PrgC): 3 | progressive_passes (PrgP): 12 | progressive_receptions (PrgR): 40 || usage_stats: matches_played (MP): 18 | starts (Starts): 10 | minutes_played (Min): 908 | full_match_equivalents (90s): 10.1 || discipline_stats: yellow_cards (CrdY): 2 | red_cards (CrdR): 0 || tags: nation_usa | position_forward | medium_goals | high_assists | high_expected_goals | medium_expected_assists | low_progressive_carries | low_progressive_passes | medium_progressive_receptions | medium_minutes_played | rotation_player
